content,published_at,likes,replies,mentioned_topics,additional_themes,attitude_towards_israel,attitude_towards_us,attitude_towards_qatar,attitude_towards_hamas,attitude_confidence,attitude_indicators,intelligence_score,intelligence_markers,insightfulness_score,insight_type,emotional_score
Qatar needs to order celik kubbe from 🇹🇷 and S400 from Russia  🇷🇺asap,2025-09-14 19:53:19.776000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['Shift toward Turkish and Russian defense suppliers', ""Urgency to bolster Qatar's defenses""]",,,7.0,,0.7,"['Qatar needs to order', 'from 🇹🇷 and S400 from Russia 🇷🇺', 'asap']",2,"['proper_grammar', 'logical_structure', 'domain_knowledge']",2,basic_opinion,2
"And we in the United States are burning all of this prestige and international credibility for a rogue ethno state that is neither in a strategic position like Egypt, has no advanced technology like Taiwan nor valuable natural resources like Saudi Arabia… What a waste",2025-09-14 19:53:19.776000+00:00,5,5,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['US international credibility', 'Realpolitik/strategic value comparison', 'Ethno-nationalism critique']",1.0,3.0,,,0.9,"['we in the United States are burning all of this prestige and international credibility', 'for a rogue ethno state', 'neither in a strategic position like Egypt', 'has no advanced technology like Taiwan nor valuable natural resources like Saudi Arabia', 'What a waste']",4,"['proper_grammar', 'logical_structure', 'critical_analysis', 'domain_knowledge']",3,systemic_critique,4
All who think qater is a neutral county because it hosting The negotiation is wrong they where repasnting hames just like the usa repsanted Israel,2025-09-14 19:53:19.776000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['mediator neutrality', 'proxy representation', 'diplomatic bias']",5.0,5.0,3.0,5.0,0.62,"['Qatar is not a neutral country because it is hosting the negotiation is wrong', 'they were representing Hamas', 'just like the USA represented Israel', 'hosting the negotiation']",2,['logical_structure'],2,counter_argument,2
"If anything, this attack shows that the Arab world either has still extremely incompetent armies, or they remain to be slaves to the US.",2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.UNITED_STATES: 'United States'>]","['Arab military capability', 'US hegemony', 'Regional power dynamics']",,2.0,,,0.75,"['""slaves to the US""', '""this attack shows that the Arab world... has still extremely incompetent armies""']",2,['proper_grammar'],2,basic_opinion,4
So the Saudis also said yes for the bombing of qatar?,2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['Saudi airspace permission', 'Regional complicity', 'Overflight corridors']",,,,,0.34,"['So the Saudis also said yes for the bombing of qatar?', 'said yes', 'bombing of qatar']",2,['logical_structure'],2,additional_context,2
Turks didn't do anything either lol,2025-09-14 19:53:21.779000+00:00,0,0,[<VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>],"[""Turkey's response"", 'regional inaction']",,,,,0.2,"[""Turks didn't do anything either lol""]",1,['proper_grammar'],1,basic_opinion,2
"This analysis is potentially incorrect. As I understand, Israel flew down the red sea, around the gulf of Aden, then gulf of Oman, before firing their payloads.",2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['alternative flight path', 'standoff strike tactics']",5.0,,,,0.55,"['This analysis is potentially incorrect.', 'As I understand, Israel flew down the red sea, around the gulf of Aden, then gulf of Oman', 'before firing their payloads']",3,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'critical_analysis']",3,counter_argument,2
"Play both sides gets bombed by both sides ( israil and iran)
Play stupid games, win stupid prizes 😂😂",2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['schadenfreude', 'just deserts', 'dual-alignment risks']",7.0,,2.0,,0.74,"['Play both sides gets bombed by both sides (israil and iran)', 'Play stupid games, win stupid prizes 😂😂']",2,['logical_structure'],1,basic_opinion,4
Messenger who harbours terrorists.,2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['terrorism', 'state support for terrorism']",,,2.0,1.0,0.82,"['Messenger who harbours terrorists', 'harbours terrorists', ""Use of 'Messenger' to disparage Qatar's mediator role""]",1,[],1,basic_opinion,4
"How about not harboring terrorists?
How about the elimination of Bin Laden? How about France, the UK and the US attacking terrorists in Mali, Burkina Faso, Iraq and Syria?
How about turkey killing Kurds in Syria and Iraq?
Hamas are dead man walking. Don’t want your country to be attacked? Send them elsewhere

0:40 ceasefire? 😂😂😂😂 what a joke! Ceasefire 🤣🤣🤣 hilarious! 
Ceasefire will happen after Hamas is eliminated, in Gaza, Qatar and elsewhere. Those fake talks? 😂😂 give me a break",2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['harboring terrorists', 'justification of cross-border counterterrorism/assassinations', 'anti-ceasefire stance']",7.0,7.0,3.0,1.0,0.9,"['How about not harboring terrorists?', 'Hamas are dead man walking.', 'Ceasefire will happen after Hamas is eliminated, in Gaza, Qatar and elsewhere.', 'Those fake talks? give me a break', 'France, the UK and the US attacking terrorists in Mali, Burkina Faso, Iraq and Syria?']",2,"['proper_grammar', 'logical_structure', 'domain_knowledge']",2,basic_opinion,4
Qatar hosting Hams was signing getting bombed by Israel some time in future.,2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['consequences of harboring militants', 'inevitability of retaliation', 'blame attribution to host state']",6.0,,3.0,3.0,0.58,"['Qatar hosting Hams was signing getting bombed by Israel', 'some time in future']",2,['logical_structure'],2,predictive_analysis,2
Go Israel,2025-09-14 19:53:21.779000+00:00,0,0,[<VideoTopic.ISRAEL: 'Israel'>],,10.0,,,,0.96,['Go Israel'],1,['proper_grammar'],1,basic_opinion,2
"Only public outrage when the Jews do it, right?... US did it in Pakistan for Bin Laden, UK did it in Iraq for ISIS... but THIS is a problem?",2025-09-14 19:53:21.779000+00:00,0,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['double standards', 'whataboutism', 'extraterritorial assassinations']",7.0,7.0,,,0.8,"['Only public outrage when the Jews do it, right?', 'US did it in Pakistan for Bin Laden', 'UK did it in Iraq for ISIS', 'but THIS is a problem?']",3,"['proper_grammar', 'logical_structure', 'evidence_based']",3,counter_argument,3
Go go go Israel ! Qatar have been one of the root cause of this war and disinformation worldwide,2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['disinformation', 'blame attribution']",9.0,,1.0,,0.9,"['Go go go Israel !', 'Qatar have been one of the root cause of this war', 'disinformation worldwide']",2,[],1,basic_opinion,4
Israel is a threat to world peace and war crimes must be enforced in court,2025-09-14 19:53:21.779000+00:00,0,0,[<VideoTopic.ISRAEL: 'Israel'>],"['war crimes accountability', 'international law', 'world peace']",2.0,,,,0.92,"['Israel is a threat to world peace', 'war crimes must be enforced in court']",2,['proper_grammar'],2,basic_opinion,4
Conclusion : Quatar anti-aérien défense dépends 100% from Israël !,2025-09-14 19:53:21.779000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['dependence/lack of sovereignty', 'security vulnerability']",4.0,,4.0,,0.5,['Qatar anti-air defense depends 100% on Israel'],2,"['logical_structure', 'domain_knowledge']",2,basic_opinion,2
Qatar is an agreed political negotiations ground for Hamas. Israel have bombed 9 countries in the last year and continue to get away with it.,2025-09-14 19:53:23.947000+00:00,3,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['Impunity/accountability', 'Violation of international norms', 'Protection of negotiation venues']",3.0,,6.0,5.0,0.78,"['Qatar is an agreed political negotiations ground for Hamas.', 'Israel have bombed 9 countries in the last year and continue to get away with it.']",2,['logical_structure'],2,systemic_critique,3
"If you hiding terrorists and cooperate with them, than Qatar is confederate. Also Qatar support other terrorists officially or unofficially. They had a lot of time to go back but they decided not to. So they have now challenge consequences. Same issue was Pakistan hiding Usama Bin Ladin.

If you don't give terrorists in front of international court. You can't say anything to the country where these terrorists carried out a terrorist attack after they themselves punish them.",2025-09-14 19:53:23.947000+00:00,0,1,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['harboring terrorists', 'extradition/international justice', 'cross-border retaliation and sovereignty']",8.0,,1.0,1.0,0.9,"['If you hiding terrorists and cooperate with them, than Qatar is confederate.', 'Qatar support other terrorists officially or unofficially.', 'Same issue was Pakistan hiding Usama Bin Ladin.', ""You can't say anything to the country... after they themselves punish them.""]",2,"['logical_structure', 'domain_knowledge']",3,historical_parallel,4
"The days of playing both sides are honestly over in the region, the little guys will be forced to pick a side or get whooped by both",2025-09-14 19:53:23.947000+00:00,0,0,[<VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>],"['great-power pressure on small states', 'balancing vs bandwagoning', 'regional polarization']",,,,,0.25,"['The days of playing both sides are over', 'little guys will be forced to pick a side', 'or get whooped by both']",2,"['proper_grammar', 'logical_structure']",2,predictive_analysis,3
"The days of playing both sides are honestly over in the region, the little guys will be forced to pick a side or get whooped by both",2025-09-14 19:53:23.947000+00:00,2,0,"[<VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['forced alignment/polarization', 'small-state vulnerability', 'end of neutrality/hedging']",,,,,0.3,"['playing both sides are over', 'little guys will be forced to pick a side', 'get whooped by both']",3,"['proper_grammar', 'logical_structure']",2,predictive_analysis,3
"Qatar, rich sponsor of islamic terror!!!!!!!!!!!!",2025-09-14 19:53:23.947000+00:00,1,0,[<VideoTopic.QATAR: 'Qatar'>],['state sponsorship of terrorism'],,,1.0,,0.92,['rich sponsor of islamic terror!!!!!!!!!!!!'],1,[],1,basic_opinion,5
Israel is objectively out of control. The only allies they have are bought. Everyone else loathes them deeply.,2025-09-14 19:53:23.947000+00:00,2,3,[<VideoTopic.ISRAEL: 'Israel'>],"['diplomatic isolation', 'bought alliances']",1.0,,,,0.95,"['objectively out of control', 'The only allies they have are bought', 'Everyone else loathes them deeply']",2,['proper_grammar'],1,basic_opinion,5
"""Safe haven for terrorists..."" bleats of International Law are negated with this; he said it in the commentary. If Qatar hid Hamas after 10/7, congratulations, they have chosen a side and are now party to the conflict. Qatar has laundered 10s of billions of dollars of aid money that should have went to their Palestinian bretheren. Stealing aid money for refugees? Can't get any lower than that low. Can't cry about it when it blows up in their face, FAFO.
 International law bookshelves groan heavy with laws against terrorism, especially how it is financed I mean, for f sake, it's right there in the name:  ""terrorism."" 
And people think another 10 days of negotiations out of the over 700 we've had since the attack would finally do the trick? Seriously?",2025-09-14 19:53:23.947000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['terrorism financing', 'international law skepticism', 'negotiation fatigue']",8.0,,1.0,1.0,0.86,"['""If Qatar hid Hamas after 10/7... they have chosen a side and are now party to the conflict.""', '""Qatar has laundered 10s of billions of dollars of aid money...""', '""Stealing aid money for refugees? Can\'t get any lower than that low.""', '""Can\'t cry about it when it blows up in their face, FAFO.""', '""bleats of International Law are negated with this..."" and ""And people think another 10 days of negotiations... would finally do the trick?""']",2,"['proper_grammar', 'logical_structure', 'critical_analysis']",2,counter_argument,5
"Qatar isn’t “the messenger” they are the defenders of the gen0sidal terrorists that run Gaza, and they are the ones pumping billions of pro Islam lies and propoganda into western schools and institutions. They should NOT be safe. They are the definition of evil.",2025-09-14 19:53:23.947000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['anti-Islam sentiment', 'propaganda in Western education', 'safe haven legitimacy']",,,1.0,1.0,0.95,"['Qatar isn’t “the messenger” they are the defenders of the gen0sidal terrorists that run Gaza', 'They should NOT be safe.', 'They are the definition of evil.', 'pumping billions of pro Islam lies and propoganda into western schools and institutions']",1,[],1,basic_opinion,5
Israel killed the peace negotiators Israel does not want peace Israel is a rogue genocidal apartheid state and needs to be crushed BDS Israel now,2025-09-14 19:53:23.947000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['genocide/apartheid accusations', 'BDS advocacy', 'eliminationist rhetoric']",1.0,,,,0.95,"['Israel killed the peace negotiators', 'Israel does not want peace', 'rogue genocidal apartheid state', 'needs to be crushed', 'BDS Israel now']",1,[],1,basic_opinion,5
"Im sorry Shirvan but this aint it. How in a video about Qatar you couldnt mention how it's the main financial sponsor of Hamas, how they've been financing terrorism globally, how the only reason they're considered a mediator is because Hamas wouldnt agree to negotiate without them, and how Al Jazeera has been acting as Hamas' mouthpiece ever since this war began?

It's the first time I find myself disappointed with your coverage.",2025-09-14 19:53:26.148000+00:00,1,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['terror financing', 'media bias/propaganda (Al Jazeera)', 'mediator legitimacy/credibility']",,,1.0,3.0,0.82,"['main financial sponsor of Hamas', ""they've been financing terrorism globally"", ""the only reason they're considered a mediator is because Hamas wouldnt agree to negotiate without them"", ""Al Jazeera has been acting as Hamas' mouthpiece""]",3,"['proper_grammar', 'logical_structure', 'domain_knowledge', 'critical_analysis']",3,counter_argument,4
Qatar has been the heart of evil for years. There's  a reason why they're caged in by the Saudis and other Emirate states. They played both sides for years and it should've been wiped out a long time ago,2025-09-14 19:53:26.148000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.DIPLOMATIC_RELATIONS: 'Diplomatic relations'>]","['GCC blockade/embargo', 'Accusations of duplicity', 'Call for violence']",,,1.0,,0.96,"['Qatar has been the heart of evil for years', ""they're caged in by the Saudis and other Emirate states"", 'They played both sides for years', ""it should've been wiped out a long time ago""]",1,[],1,basic_opinion,5
Your US supplied air defences don't work against a US backed attack?  Perhaps kill switches aren't confine to F35s.,2025-09-14 19:53:26.148000+00:00,1,0,"[<VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['US kill-switch speculation', 'Technological dependency on US systems', 'US complicity allegation']",4.0,3.0,4.0,,0.64,"[""US supplied air defences don't work"", 'US backed attack', ""Perhaps kill switches aren't confined to F35s"", 'implies remote disablement/complicity']",2,"['logical_structure', 'critical_analysis']",2,systemic_critique,3
"israel trying to not violate interantional airspace, law, the Geneva convention and common moral sense (impossible)",2025-09-14 19:53:26.148000+00:00,1,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['international law', 'Geneva Conventions', 'ethics of warfare']",2.0,,,,0.87,"['israel trying to not violate interantional airspace, law', 'the Geneva convention and common moral sense', '(impossible)']",2,['domain_knowledge'],2,basic_opinion,4
Id like to see a deeper dive into Turkish support for hamas & Israel situation one day,2025-09-14 19:53:26.148000+00:00,0,0,"[<VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.ISRAEL: 'Israel'>]","[""Turkey's role"", 'Turkish support for Hamas', 'Turkey-Israel relations']",5.0,,,5.0,0.6,"['deeper dive into Turkish support for hamas', 'Israel situation']",3,"['logical_structure', 'domain_knowledge']",2,basic_opinion,1
"Qatar ki kat gayi fir se 😂

Next time it might be Al Jazeera HQ by Israel given its propaganda news. Be careful and be safe.",2025-09-14 19:53:26.148000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['Media bias/propaganda', 'Violence against journalists/press freedom']",8.0,,2.0,,0.86,"['Qatar ki kat gayi fir se 😂', 'Next time it might be Al Jazeera HQ by Israel', 'given its propaganda news', 'Be careful and be safe']",2,[],1,basic_opinion,4
"Attacked Lebanon & stole their land - attacked Syria & stole their land, attacked Iraq - attacked Iran - attacked Tunisia - attacked Yemen  - attacked Qatar and somehow israel all for peace 😂😂😂
No wonder why European never ever give a piece of land to these people. Europe knew if you give these people a piece of land. There is no stopping haha...",2025-09-14 19:53:26.148000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['territorial expansion/land theft accusations', ""anti-Zionist sentiment/generalization ('these people')"", 'sarcasm/mockery']",1.0,,5.0,,0.85,"['attacked Lebanon & stole their land - attacked Syria & stole their land', 'attacked ... attacked Qatar and somehow israel all for peace 😂😂😂', 'No wonder why European never ever give a piece of land to these people.']",1,[],1,basic_opinion,5
"Dear Mr Qatar and Mr Ham-ass; do NOT poke the wounded and cornered lion. Should be obvious, but just saying.
God bless Israel 🇮🇱🇮🇱🇮🇱",2025-09-14 19:53:28.409000+00:00,4,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>]","['deterrence', 'wartime_rhetoric', 'dehumanizing_language']",10.0,,3.0,2.0,0.95,"['God bless Israel', 'Dear Mr Qatar ... do NOT poke the wounded and cornered lion', 'Mr Ham-ass']",1,['proper_grammar'],1,basic_opinion,4
"Israel has defended itself into a 5th country. Amazing, ain't it?!
We observe",2025-09-14 19:53:28.409000+00:00,1,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['escalation beyond borders', 'sovereignty violation', 'self-defense narrative critique']",3.0,,,,0.8,"['Israel has defended itself into a 5th country', ""Amazing, ain't it?!""]",2,[],2,basic_opinion,3
"Most likely they flew through Syria, Iraq and then Persian Gulf. Not Red Sea or Saudi airspace",2025-09-14 19:53:28.409000+00:00,1,0,"[<VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.F35_AIRCRAFT: 'F-35 aircraft'>]","['flight route analysis', 'airspace access/overflight rights']",,,,,0.9,[],3,"['proper_grammar', 'logical_structure']",3,counter_argument,1
"I respect Sheikh Al-Thani for hosting mediators alot try try to reach peace, but time and time again Israel has shown they don't want peace. Their attacks on everyone around them is gonna lead to their destruction and they're too stupid to realize that. Once the countries around them begin training their troops so they are on the same page, the destruction of Israel will be imminent",2025-09-14 19:53:28.409000+00:00,1,4,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>]","['regional military coordination against Israel', 'praise for mediation and peace efforts', ""inevitability of Israel's destruction""]",1.0,,7.0,,0.96,"['I respect Sheikh Al-Thani for hosting mediators', ""Israel has shown they don't want peace"", 'Their attacks on everyone around them', ""they're too stupid to realize that"", 'the destruction of Israel will be imminent']",1,[],1,predictive_analysis,5
"Israel now sound like a second coming of Third Reich right before WW2, Britain and Allies do Appeasement (Arab States this time) and suddenly Bomb falling on everything and everyone. I have seen this sh*t before it began.",2025-09-14 19:53:28.409000+00:00,1,0,[<VideoTopic.ISRAEL: 'Israel'>],"['Nazi analogy', 'Appeasement', 'Historical parallel to WWII']",1.0,,,,0.9,"['Israel now sound like a second coming of Third Reich', 'Britain and Allies do Appeasement', 'Bomb falling on everything and everyone']",2,[],2,historical_parallel,5
"Iran and Israel may be the dumbest nations in the world. ""Hey, they're trying to mediate talks and end death and were always peaceful and nice to us.... lets bomb them""",2025-09-14 19:53:28.409000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.CEASEFIRE_NEGOTIATIONS: 'Ceasefire negotiations'>]","['anti-war sentiment', 'undermining diplomacy/mediation', 'moral condemnation of state behavior']",2.0,,7.0,,0.78,"['Iran and Israel may be the dumbest nations in the world', ""they're trying to mediate talks and end death"", 'were always peaceful and nice to us.... lets bomb them']",2,['proper_grammar'],2,basic_opinion,4
"qatar is part of the bombing, they have aire defense that did not get active
they aer part of the operation man",2025-09-14 19:53:30.712000+00:00,0,3,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['Qatari complicity', 'conspiracy inference']",,,3.0,,0.7,"['qatar is part of the bombing', 'they have aire defense that did not get active', 'they aer part of the operation man']",1,[],1,basic_opinion,3
"I think Qatar was on board in this. HAMAS is now more of a liability than an asset. Qatar cannot throw them out, so they let israel do it. Iran is weak, hamas is weak, hezbollah is weak. And israel is all in for elimination of these iranian proxies. this has to happen for a lasting peace in middle east, which all these america backed countries want. hamas and gaza are to be history for that. and that will establish unquestionable authority of israel and america in the region,  which is already accepted by most countries in the region. that is the brutal reality.",2025-09-14 19:53:30.712000+00:00,0,2,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>, <VideoTopic.GAZA_CONFLICT: 'Gaza conflict'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>]","['regional hegemony', 'eliminationist strategy', 'Iranian proxy dynamics']",9.0,9.0,6.0,1.0,0.9,"['Qatar was on board in this', 'israel is all in for elimination of these iranian proxies', 'this has to happen for a lasting peace in middle east', 'hamas and gaza are to be history', 'that will establish unquestionable authority of israel and america in the region']",2,"['logical_structure', 'domain_knowledge']",2,predictive_analysis,4
"Lol Qatar isnt a messenger, Qatar is the evil funder of all the propaganda and weapons.",2025-09-14 19:53:30.712000+00:00,0,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['propaganda', 'weapons funding', 'moral condemnation']",,,1.0,,0.93,"['Qatar isn’t a messenger', 'Qatar is the evil funder', 'of all the propaganda and weapons']",2,[],2,counter_argument,4
Dirty Israelis had US support. 🇦🇺,2025-09-14 19:53:33.068000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.UNITED_STATES: 'United States'>, <VideoTopic.US_INVOLVEMENT: 'US involvement'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","['accusation of complicity', 'moral condemnation']",1.0,3.0,,,0.9,"['Dirty Israelis', 'had US support']",1,['proper_grammar'],1,basic_opinion,5
"There is a possibility that Qatar allowed the strike and therefore did not activate its defenses, or that these defenses were deactivated by the manufacturer because he was complicit in the strike",2025-09-14 19:53:33.068000+00:00,1,0,"[<VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>, <VideoTopic.AIR_DEFENSE: 'Air defense systems'>]","['complicity allegations', 'deactivated defenses', 'speculation about coordination']",,3.0,4.0,,0.46,"['Qatar allowed the strike', 'did not activate its defenses', 'defenses were deactivated by the manufacturer', 'he was complicit in the strike']",2,"['proper_grammar', 'logical_structure']",2,basic_opinion,2
See? Iran and Israel can still agree on something...,2025-09-14 19:53:33.068000+00:00,0,0,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.ISRAELI_STRIKE: 'Israeli strike'>]","[""Iran's involvement"", 'Convergence of adversaries']",3.0,,,,0.48,"['""Iran and Israel can still agree on something..."" (sarcastic equivalence implying criticism of Israel)', ""Equates Israel's action with Iran's behavior to imply similarity/complicity""]",2,['proper_grammar'],2,basic_opinion,2
You cannot be considered to be neutral when you are hosting Hamas and at the same time your state sponsored media outlet continuously demonizing Israel...,2025-09-14 19:53:33.068000+00:00,1,3,"[<VideoTopic.ISRAEL: 'Israel'>, <VideoTopic.QATAR: 'Qatar'>, <VideoTopic.HAMAS: 'Hamas'>, <VideoTopic.QATAR_MEDIATION: 'Qatar mediation'>]","['media bias', 'neutrality of mediators', 'state-sponsored media']",7.0,,3.0,3.0,0.86,"['You cannot be considered to be neutral', 'hosting Hamas', 'state sponsored media outlet continuously demonizing Israel']",3,"['proper_grammar', 'logical_structure', 'critical_analysis', 'domain_knowledge']",2,basic_opinion,3
All you need is US as your friend to make enemy around and get f....ed.,2025-09-14 19:53:33.068000+00:00,0,0,[<VideoTopic.UNITED_STATES: 'United States'>],"['Unreliable alliances', 'Anti-American sentiment']",,1.0,,,0.9,"['US as your friend', 'make enemy around and get f....ed']",1,[],1,basic_opinion,4
